2000-01-01    0:00:00     12.4     8.4      1017.9     30       26       0.49
2000-01-01    6:00:00     10.4     -7.37    1012.6     27.7     23.7     0.49
2000-01-01    12:00:00    14.1     9.1      1011.5     32       26       0.49
2000-01-01    18:00:00    16.04    -9.61    1014.2     34.3     29.3     0.49
2000-01-02    0:00:00     13.1     8.1      1018.1     28.9     24.9     0.6
2000-01-02    6:00:00     11.23    -6.15    1017.2     26.7     21.7     0.6
2000-01-02    12:00:00    14.6     9.6      1015.4     30.8     24.8     0.6
2000-01-02    18:00:00    16.43    -10.62   1019.2     33       27       0.6
2000-01-03    0:00:00     13.3     9.3      1019.2     27.5     23.5     0.64
2000-01-03    6:00:00     11.78    -7.7     1013.4     25       21       0.64
2000-01-03    12:00:00    14.6     9.6      1016.2     29.6     24.6     0.64
2000-01-03    18:00:00    16.07    -10.24   1016.1     32       27       0.64
2000-01-04    0:00:00     14.6     9.6      1012       30.3     26.3     0.67
2000-01-04    6:00:00     12.82    -7.36    1017.9     26.7     22.7     0.67
2000-01-04    12:00:00    16.2     11.2     1018.1     33.4     27.4     0.67
2000-01-04    18:00:00    18.01    -9.47    1014.9     37       32       0.67
2000-01-05    0:00:00     14.4     9.4      1014.5     28.7     23.7     0.71
2000-01-05    6:00:00     13.01    -7.58    1010.1     28.3     23.3     0.71
2000-01-05    12:00:00    15.6     10.6     1019.1     29       23       0.71
2000-01-05    18:00:00    16.95    -9.48    1010.8     29.3     23.3     0.71
2000-01-06    0:00:00     14.1     10.1     1018.2     29.3     24.3     0.83
2000-01-06    6:00:00     11.71    -6.69    1012.7     27       23       0.83
2000-01-06    12:00:00    16.2     11.2     1015.6     31.4     26.4     0.83
2000-01-06    18:00:00    18.62    -9.77    1019.3     33.7     27.7     0.83
2000-01-07    0:00:00     14.5     10.5     1017.9     29.5     24.5     0.69
2000-01-07    6:00:00     12.93    -6.21    1012.6     27.7     23.7     0.69
2000-01-07    12:00:00    15.9     9.9      1019.9     31       26       0.69
2000-01-07    18:00:00    17.44    -9.3     1010.5     32.7     26.7     0.69
2000-01-08    0:00:00     14.4     10.4     1018.4     27.5     23.5     0.66
2000-01-08    6:00:00     13.24    -6.31    1010.4     24       19       0.66
2000-01-08    12:00:00    15.4     10.4     1019.6     30.5     24.5     0.66
2000-01-08    18:00:00    16.62    -9.88    1014.3     34       29       0.66
2000-01-09    0:00:00     14.7     10.7     1016.8     28.9     24.9     0.82
2000-01-09    6:00:00     12.25    -6.3     1013.9     26.7     22.7     0.82
2000-01-09    12:00:00    16.7     11.7     1015       30.8     24.8     0.82
2000-01-09    18:00:00    19.16    -9.53    1010.1     33       28       0.82
2000-01-10    0:00:00     13.4     9.4      1019.3     30.2     26.2     0.81
2000-01-10    6:00:00     10.65    -6.76    1019.6     28.3     23.3     0.81
2000-01-10    12:00:00    15.8     10.8     1011.3     31.8     25.8     0.81
2000-01-10    18:00:00    18.55    -9.32    1019.9     33.7     27.7     0.81
2000-01-11    0:00:00     14.2     10.2     1015.5     29.1     25.1     0.69
2000-01-11    6:00:00     12.87    -7.29    1010.7     27.3     23.3     0.69
2000-01-11    12:00:00    15.4     10.4     1013.7     30.6     24.6     0.69
2000-01-11    18:00:00    16.69    -10.24   1018.3     32.3     27.3     0.69
2000-01-12    0:00:00     14.5     9.5      1014.6     30.3     26.3     0.68
2000-01-12    6:00:00     12.69    -6.86    1011       29       25       0.68
2000-01-12    12:00:00    16.1     10.1     1013       31.4     26.4     0.68
2000-01-12    18:00:00    17.96    -10.47   1011.3     32.7     26.7     0.68
2000-01-13    0:00:00     13       8        1013.5     29.4     25.4     0.59
2000-01-13    6:00:00     10.35    -6.31    1010.4     28.3     24.3     0.59
2000-01-13    12:00:00    15.3     10.3     1019       30.3     25.3     0.59
2000-01-13    18:00:00    17.92    -9.73    1012       31.3     26.3     0.59
2000-01-14    0:00:00     14.8     10.8     1011.7     28.8     23.8     0.48
2000-01-14    6:00:00     12.57    -6.56    1015.9     27.7     22.7     0.48
2000-01-14    12:00:00    16.7     10.7     1017.4     29.7     23.7     0.48
2000-01-14    18:00:00    18.89    -10.7    1014.9     30.7     24.7     0.48
2000-01-15    0:00:00     13.4     9.4      1014.3     27.9     23.9     0.79
2000-01-15    6:00:00     10.99    -7.69    1012.9     24.7     19.7     0.79
2000-01-15    12:00:00    15.4     9.4      1016.6     30.6     25.6     0.79
2000-01-15    18:00:00    17.83    -10.84   1018.2     33.7     28.7     0.79
2000-01-16    0:00:00     14.1     10.1     1015.8     28       24       0.48
2000-01-16    6:00:00     12.23    -6.47    1016.4     24       19       0.48
2000-01-16    12:00:00    15.8     9.8      1019.5     31.3     25.3     0.48
2000-01-16    18:00:00    17.69    -9.22    1010.8     35.3     30.3     0.48
2000-01-17    0:00:00     13.2     8.2      1019.2     30.2     25.2     0.55
2000-01-17    6:00:00     11.47    -6.35    1015.9     28.3     23.3     0.55
2000-01-17    12:00:00    14.6     8.6      1019.3     31.8     25.8     0.55
2000-01-17    18:00:00    16.34    -9.72    1019.5     33.7     28.7     0.55
2000-01-18    0:00:00     13.9     8.9      1019.6     28.5     24.5     0.59
2000-01-18    6:00:00     12.82    -6.68    1011.1     26       21       0.59
2000-01-18    12:00:00    14.8     9.8      1013.3     30.6     25.6     0.59
2000-01-18    18:00:00    15.91    -10.7    1016.1     33       28       0.59
2000-01-19    0:00:00     13.8     9.8      1014.5     27.9     22.9     0.59
2000-01-19    6:00:00     11.25    -7.24    1015.9     25       21       0.59
2000-01-19    12:00:00    16       11       1010.4     30.4     25.4     0.59
2000-01-19    18:00:00    18.49    -11.04   1016.2     33.3     27.3     0.59
2000-01-20    0:00:00     13.5     8.5      1013.7     30       26       0.48
2000-01-20    6:00:00     10.99    -7.8     1010.5     27.7     22.7     0.48
2000-01-20    12:00:00    15.7     9.7      1017.5     32       27       0.48
2000-01-20    18:00:00    18.26    -9.76    1011       34.3     28.3     0.48
2000-01-21    0:00:00     14.3     10.3     1019.5     29.6     25.6     0.7
2000-01-21    6:00:00     12.6     -7.39    1018.6     26.7     22.7     0.7
2000-01-21    12:00:00    15.8     9.8      1010.1     32.1     26.1     0.7
2000-01-21    18:00:00    17.55    -10.06   1014.4     35       29       0.7
2000-01-22    0:00:00     13.9     9.9      1018.5     29.6     24.6     0.61
2000-01-22    6:00:00     11.81    -7.89    1019.7     27       23       0.61
2000-01-22    12:00:00    15.7     9.7      1017       31.7     25.7     0.61
2000-01-22    18:00:00    17.87    -9.41    1018.4     34.3     29.3     0.61
2000-01-23    0:00:00     13.7     9.7      1011.7     28.1     24.1     0.55
2000-01-23    6:00:00     11.92    -6.56    1019.3     24       20       0.55
2000-01-23    12:00:00    15.3     9.3      1013.3     31.6     25.6     0.55
2000-01-23    18:00:00    17.11    -10.75   1012.9     35.7     29.7     0.55
2000-01-24    0:00:00     14.3     10.3     1014.4     31.8     27.8     0.68
2000-01-24    6:00:00     12.4     -6.18    1018.2     29.3     25.3     0.68
2000-01-24    12:00:00    16       10       1013.1     33.9     27.9     0.68
2000-01-24    18:00:00    17.87    -10.97   1011.8     36.3     30.3     0.68
2000-01-25    0:00:00     13       9        1013.8     28.3     23.3     0.56
2000-01-25    6:00:00     10.57    -7.25    1010.5     25       21       0.56
2000-01-25    12:00:00    15       10       1016.1     31       25       0.56
2000-01-25    18:00:00    17.4     -9.23    1012       34.3     28.3     0.56
2000-01-26    0:00:00     14.9     10.9     1019.5     29.7     24.7     0.5
2000-01-26    6:00:00     13.17    -6.58    1014.1     29.3     25.3     0.5
2000-01-26    12:00:00    16.4     10.4     1015.6     30       24       0.5
2000-01-26    18:00:00    18.12    -10.48   1014.7     30.3     24.3     0.5
2000-01-27    0:00:00     13.6     9.6      1011.5     28.9     24.9     0.51
2000-01-27    6:00:00     11       -6.06    1012.5     26.7     22.7     0.51
2000-01-27    12:00:00    15.8     10.8     1015.6     30.8     25.8     0.51
2000-01-27    18:00:00    18.45    -10.84   1015.2     33       27       0.51
2000-01-28    0:00:00     13.7     8.7      1011.4     28.3     23.3     0.72
2000-01-28    6:00:00     12.11    -6.07    1020       24.7     19.7     0.72
2000-01-28    12:00:00    15.1     9.1      1013.3     31.4     26.4     0.72
2000-01-28    18:00:00    16.68    -10.18   1018.9     35       29       0.72
2000-01-29    0:00:00     12.9     7.9      1016.4     29.7     24.7     0.77
2000-01-29    6:00:00     10.28    -7.77    1017.8     26.7     21.7     0.77
2000-01-29    12:00:00    15.2     10.2     1011.4     32.3     27.3     0.77
2000-01-29    18:00:00    17.82    -9.98    1019       35.3     30.3     0.77
2000-01-30    0:00:00     13.4     8.4      1018.7     28.5     23.5     0.81
2000-01-30    6:00:00     11.22    -7.15    1010.4     25.7     20.7     0.81
2000-01-30    12:00:00    15.2     9.2      1015.5     30.9     24.9     0.81
2000-01-30    18:00:00    17.34    -10.17   1017.1     33.7     28.7     0.81
2000-01-31    0:00:00     13.3     9.3      1010.6     26.4     22.4     0.51
2000-01-31    6:00:00     10.81    -6.3     1015.7     23       18       0.51
2000-01-31    12:00:00    15.4     10.4     1012.5     29.3     23.3     0.51
2000-01-31    18:00:00    17.88    -9.9     1018.3     32.7     27.7     0.51
2000-02-01    0:00:00     12.3     9.3      1016.1     29.2     25.2     0.53
2000-02-01    6:00:00     9.99     -7.07    1011       26.7     22.7     0.53
2000-02-01    12:00:00    14.3     9.3      1012.8     31.3     26.3     0.53
2000-02-01    18:00:00    16.62    -8.92    1015.8     33.7     28.7     0.53
2000-02-02    0:00:00     12.2     9.2      1015.5     28.4     24.4     0.55
2000-02-02    6:00:00     10.87    -7       1018.3     26.3     22.3     0.55
2000-02-02    12:00:00    13.4     7.4      1010.3     30.2     25.2     0.55
2000-02-02    18:00:00    14.76    -9.48    1011.7     32.3     26.3     0.55
2000-02-03    0:00:00     13.7     10.7     1011.7     27.6     23.6     0.49
2000-02-03    6:00:00     11.93    -5.74    1016       26       23       0.49
2000-02-03    12:00:00    15.2     9.2      1019.7     29.1     23.1     0.49
2000-02-03    18:00:00    16.92    -9.38    1020       30.7     25.7     0.49
2000-02-04    0:00:00     12       9        1014.7     29.4     26.4     0.86
2000-02-04    6:00:00     10.59    -6.64    1012.2     27.3     23.3     0.86
2000-02-04    12:00:00    13.1     7.1      1019.8     31.2     25.2     0.86
2000-02-04    18:00:00    14.51    -8.6     1018.7     33.3     27.3     0.86
2000-02-05    0:00:00     13.3     9.3      1016.4     29.1     25.1     0.54
2000-02-05    6:00:00     10.91    -5.97    1012.9     27.7     23.7     0.54
